RefCode,Icon,Title,Text,Color,LinkURL,LinkText,ImageURL,FFR,FoodPref,Culture,Time,HealthRating,Language,Delete
Wen_66,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd161c?viewFile=true,wendys,"vegetablesfresh,saltysavory","B,A","lunch,dinner","1,2,3,4,5",en,
Wen_67,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adce4b0e49121583ad2?viewFile=true,wendys,"vegetablesfresh,sweet","B,A","daysnack,nightsnack","1,2,3,4,5",en,
Wen_68,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949ee4b0f4d2ad33acf7?viewFile=true,"wendys,KFC,generic,mcdonalds,burgerking,tacobell,subway","vegetablesfresh,sweet","B,A","breakfast,dinner,lunch","1,2,3,4,5",en,
Wen_73,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d94bd8be4b006ec9e0c2a96?viewFile=true,wendys,saltysavory,A,"dinner,lunch","1,2,3,4,5",en,
Wen_74,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d94bd8ce4b006ec9e0c2a98?viewFile=true,wendys,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
Wen_75,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd1644?viewFile=true,"mcdonalds,generic,wendys,burgerking,KFC","vegetablesfresh,saltysavory",A,"dinner,lunch,breakfast","1,2,3,4,5",en,
Wen_76,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949fe4b0f4d2ad33ad0f?viewFile=true,"wendys,mcdonalds,KFC,generic,burgerking","saltysavory,vegetablesfresh",B,"breakfast,dinner,lunch","1,2,3,4,5",en,
Wen_77,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd164a?viewFile=true,wendys,saltysavory,"A,B",breakfast,"1,2,3,4,5",en,
Wen_78,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd164c?viewFile=true,"KFC,generic,burgerking,wendys,tacobell,subway,mcdonalds",saltysavory,"A,B",breakfast,"1,2,3,4,5",en,
Wen_79,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd1652?viewFile=true,wendys,saltysavory,"B,A",breakfast,"1,2,3,4,5",en,
Wen_80,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd1654?viewFile=true,"wendys,tacobell",saltysavory,"A,B",breakfast,"1,2,3,4,5",en,
Wen_81,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e94a0e4b0f4d2ad33ad28?viewFile=true,"wendys,tacobell",saltysavory,"B,A",breakfast,"1,2,3,4,5",en,
Wen_82,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd1656?viewFile=true,"KFC,wendys,generic,subway,mcdonalds,burgerking,tacobell","saltysavory,vegetablesfresh","B,A",breakfast,"1,2,3,4,5",en,
Wen_83,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd165c?viewFile=true,"generic,subway,tacobell,burgerking,wendys,KFC,mcdonalds","saltysavory,sweet,vegetablesfresh",A,"daysnack,lunch,dinner,nightsnack,breakfast","1,2,3,4,5",en,
Wen_84,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd165e?viewFile=true,"tacobell,generic,mcdonalds,KFC,wendys,subway,burgerking","vegetablesfresh,sweet,saltysavory",B,"nightsnack,dinner,lunch,breakfast,daysnack","1,2,3,4,5",en,
Wen_85,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd1660?viewFile=true,"burgerking,generic,KFC,tacobell,subway,wendys,mcdonalds","vegetablesfresh,saltysavory,sweet",A,"nightsnack,lunch,dinner,breakfast,daysnack","1,2,3,4,5",en,
Wen_86,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd1662?viewFile=true,"KFC,generic,mcdonalds,tacobell,burgerking,subway,wendys","vegetablesfresh,sweet,saltysavory",B,"breakfast,nightsnack,daysnack,dinner,lunch","1,2,3,4,5",en,
Sub_1,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77d9f5e4b05e4bbcdd1266?viewFile=true,subway,saltysavory,"A,B","breakfast,lunch,dinner","1,2,3,4,5",en,
Sub_2,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9ae4b0e491215839cb?viewFile=true,"subway,generic",saltysavory,"A,B","lunch,dinner,breakfast","1,2,3,4,5",en,
Sub_3,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7e9e4b018624a53cf17?viewFile=true,"mcdonalds,wendys,subway,burgerking",saltysavory,A,"lunch,breakfast,dinner","1,2,3,4,5",en,
Sub_4,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9be4b0e491215839ed?viewFile=true,"wendys,burgerking,mcdonalds,subway",saltysavory,B,"breakfast,dinner,lunch","1,2,3,4,5",en,
Sub_5,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e946ee4b0f4d2ad33ac03?viewFile=true,"mcdonalds,burgerking,generic,subway,wendys","vegetablesfresh,saltysavory",A,"dinner,breakfast,lunch","1,2,3,4,5",en,
Sub_6,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5daf386ee4b006ec9e140ba4?viewFile=true,"burgerking,mcdonalds,generic,wendys,subway","vegetablesfresh,saltysavory",B,"lunch,dinner,breakfast","1,2,3,4,5",en,
Sub_7,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e946fe4b0f4d2ad33ac0d?viewFile=true,subway,saltysavory,"A,B","lunch,dinner,breakfast","1,2,3,4,5",en,
Sub_8,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e946fe4b0f4d2ad33ac11?viewFile=true,subway,saltysavory,"B,A","breakfast,lunch,dinner","1,2,3,4,5",en,
Sub_9,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9be4b0e491215839f2?viewFile=true,subway,saltysavory,"B,A","lunch,dinner","1,2,3,4,5",en,
Sub_10,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e946fe4b0f4d2ad33ac18?viewFile=true,"subway,generic,wendys,mcdonalds,KFC,burgerking,tacobell","saltysavory,vegetablesfresh","A,B","lunch,breakfast,dinner","1,2,3,4,5",en,
Sub_11,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd168c?viewFile=true,subway,"saltysavory,vegetablesfresh","B,A","nightsnack,breakfast,lunch,daysnack,dinner","1,2,3,4,5",en,
Sub_12,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e946fe4b0f4d2ad33ac1f?viewFile=true,"subway,burgerking,wendys,KFC,generic,mcdonalds,tacobell",vegetablesfresh,"A,B","nightsnack,breakfast,dinner,lunch,daysnack","1,2,3,4,5",en,
Sub_13,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9be4b0e491215839f4?viewFile=true,subway,saltysavory,A,"dinner,lunch","1,2,3,4,5",en,
Sub_14,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9ce4b0e491215839f6?viewFile=true,subway,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
Sub_15,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9ce4b0e491215839f8?viewFile=true,"tacobell,KFC,wendys,subway,generic,mcdonalds,burgerking",saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
Sub_16,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9ce4b0e491215839fa?viewFile=true,"burgerking,mcdonalds,KFC,wendys,tacobell,subway,generic",saltysavory,B,"dinner,lunch","1,2,3,4,5",en,
Sub_17,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7ece4b018624a53cfc0?viewFile=true,subway,saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
Sub_18,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7ece4b018624a53cfc3?viewFile=true,subway,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
Sub_19,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7ece4b018624a53cfc6?viewFile=true,"mcdonalds,subway,burgerking,KFC,generic,wendys",saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
Sub_20,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7ece4b018624a53cfc9?viewFile=true,"mcdonalds,KFC,generic,subway,burgerking,wendys",saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
Sub_21,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9ce4b0e491215839fc?viewFile=true,"generic,subway",vegetablesfresh,"B,A","dinner,lunch","1,2,3,4,5",en,
Sub_22,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e111e4b05e4bbcdd16a9?viewFile=true,"subway,generic",vegetablesfresh,"B,A","dinner,lunch","1,2,3,4,5",en,
Sub_23,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e111e4b05e4bbcdd16af?viewFile=true,subway,"vegetablesfresh,saltysavory","A,B",breakfast,"1,2,3,4,5",en,
Sub_24,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e111e4b05e4bbcdd16b2?viewFile=true,subway,"vegetablesfresh,saltysavory","A,B",breakfast,"1,2,3,4,5",en,
Sub_25,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77d9fbe4b05e4bbcdd126f?viewFile=true,subway,"vegetablesfresh,saltysavory","B,A",breakfast,"1,2,3,4,5",en,
Sub_26,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9ae4b0e491215839d3?viewFile=true,subway,"saltysavory,vegetablesfresh","A,B",breakfast,"1,2,3,4,5",en,
Sub_27,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ae4b05e4bbcdd152b?viewFile=true,"mcdonalds,burgerking,wendys,generic,subway",vegetablesfresh,A,"breakfast,nightsnack,dinner,daysnack,lunch","1,2,3,4,5",en,
Sub_28,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ae4b05e4bbcdd152e?viewFile=true,"generic,subway,mcdonalds,wendys,burgerking",vegetablesfresh,B,"breakfast,nightsnack,lunch,dinner,daysnack","1,2,3,4,5",en,
Sub_29,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ae4b05e4bbcdd1531?viewFile=true,"wendys,generic,KFC,tacobell,burgerking,subway,mcdonalds","sweet,vegetablesfresh,saltysavory",A,"nightsnack,breakfast,dinner,daysnack,lunch","1,2,3,4,5",en,
Sub_30,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ae4b05e4bbcdd1534?viewFile=true,"wendys,KFC,tacobell,mcdonalds,generic,burgerking,subway","sweet,saltysavory,vegetablesfresh",B,"daysnack,breakfast,nightsnack,lunch,dinner","1,2,3,4,5",en,
Sub_31,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9ae4b0e491215839de?viewFile=true,subway,saltysavory,"B,A","lunch,dinner","1,2,3,4,5",en,
Sub_32,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9be4b0e491215839e2?viewFile=true,"wendys,burgerking,subway,mcdonalds,generic",saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Sub_33,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd1549?viewFile=true,subway,saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
Sub_34,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd154c?viewFile=true,"generic,subway,wendys,burgerking,mcdonalds",saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Sub_35,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a9be4b0e491215839e4?viewFile=true,subway,vegetablesfresh,"B,A","lunch,breakfast,dinner","1,2,3,4,5",en,
Sub_36,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd1552?viewFile=true,"subway,generic",vegetablesfresh,"B,A","lunch,breakfast,dinner","1,2,3,4,5",en,
Sub_37,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e946de4b0f4d2ad33abe7?viewFile=true,subway,saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Sub_38,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e946ee4b0f4d2ad33abea?viewFile=true,subway,saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Sub_39,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd156d?viewFile=true,"burgerking,generic,KFC,subway,tacobell,wendys,mcdonalds","sweet,saltysavory,vegetablesfresh",A,"lunch,nightsnack,dinner,breakfast,daysnack","1,2,3,4,5",en,
Sub_40,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd1570?viewFile=true,"tacobell,mcdonalds,burgerking,generic,wendys,subway,KFC","saltysavory,vegetablesfresh,sweet",B,"daysnack,lunch,breakfast,dinner,nightsnack","1,2,3,4,5",en,
Sub_41,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7e8e4b018624a53cefc?viewFile=true,"generic,mcdonalds,wendys,burgerking,subway,KFC,tacobell","sweet,saltysavory,vegetablesfresh",A,"breakfast,dinner,lunch,nightsnack,daysnack","1,2,3,4,5",en,
Sub_42,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7e8e4b018624a53ceff?viewFile=true,"wendys,mcdonalds,KFC,subway,tacobell,burgerking,generic","vegetablesfresh,sweet,saltysavory",B,"daysnack,breakfast,lunch,dinner,nightsnack","1,2,3,4,5",en,
TB_1,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dce4b0a0667930451d?viewFile=true,tacobell,saltysavory,A,breakfast,"1,2,3,4,5",en,
TB_2,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dde4b0a06679304520?viewFile=true,tacobell,saltysavory,B,breakfast,"1,2,3,4,5",en,
TB_3,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77d9f5e4b05e4bbcdd126a?viewFile=true,"wendys,mcdonalds,generic,KFC,burgerking,subway,tacobell","sweet,vegetablesfresh,saltysavory","B,A",breakfast,"1,2,3,4,5",en,
TB_4,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dde4b0a06679304527?viewFile=true,tacobell,sweet,"B,A","daysnack,nightsnack","1,2,3,4,5",en,
TB_5,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dde4b0a06679304523?viewFile=true,"mcdonalds,wendys,tacobell,subway,generic",sweet,"B,A","daysnack,breakfast,nightsnack","1,2,3,4,5",en,
TB_6,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac7e4b0e49121583a5f?viewFile=true,tacobell,saltysavory,A,breakfast,"1,2,3,4,5",en,
TB_7,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dee4b0a06679304533?viewFile=true,tacobell,saltysavory,B,breakfast,"1,2,3,4,5",en,
TB_8,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dee4b0a0667930452d?viewFile=true,"tacobell,subway,generic",saltysavory,A,"breakfast,daysnack,lunch,dinner,nightsnack","1,2,3,4,5",en,
TB_9,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dee4b0a06679304537?viewFile=true,"tacobell,generic,subway",saltysavory,B,"nightsnack,lunch,breakfast,dinner,daysnack","1,2,3,4,5",en,
TB_10,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dee4b0a0667930453b?viewFile=true,"tacobell,mcdonalds",saltysavory,A,breakfast,"1,2,3,4,5",en,
TB_11,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dee4b0a06679304541?viewFile=true,"tacobell,mcdonalds",saltysavory,B,breakfast,"1,2,3,4,5",en,
TB_12,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dee4b0a0667930453e?viewFile=true,"wendys,mcdonalds,generic,KFC,burgerking,tacobell,subway","sweet,saltysavory,vegetablesfresh",A,"daysnack,nightsnack","1,2,3,4,5",en,
TB_13,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dfe4b0a06679304544?viewFile=true,"generic,wendys,subway,tacobell,mcdonalds,burgerking,KFC","sweet,saltysavory,vegetablesfresh",B,"nightsnack,daysnack","1,2,3,4,5",en,
TB_14,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd168f?viewFile=true,tacobell,saltysavory,"A,B",breakfast,"1,2,3,4,5",en,
TB_15,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e111e4b05e4bbcdd1691?viewFile=true,"burgerking,generic,wendys,KFC,mcdonalds,tacobell,subway","sweet,vegetablesfresh,saltysavory","A,B",breakfast,"1,2,3,4,5",en,
TB_16,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac8e4b0e49121583a77?viewFile=true,tacobell,saltysavory,"B,A",breakfast,"1,2,3,4,5",en,
TB_17,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2dfe4b0a0667930454d?viewFile=true,tacobell,"saltysavory,vegetablesfresh","A,B",breakfast,"1,2,3,4,5",en,
TB_18,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac8e4b0e49121583a79?viewFile=true,tacobell,saltysavory,A,breakfast,"1,2,3,4,5",en,
TB_19,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e0e4b0a0667930455a?viewFile=true,tacobell,saltysavory,B,breakfast,"1,2,3,4,5",en,
TB_20,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac8e4b0e49121583a7b?viewFile=true,"tacobell,generic",saltysavory,A,breakfast,"1,2,3,4,5",en,
TB_21,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e0e4b0a0667930455d?viewFile=true,"generic,tacobell",saltysavory,B,breakfast,"1,2,3,4,5",en,
TB_22,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e0e4b0a06679304560?viewFile=true,tacobell,saltysavory,"B,A","dinner,lunch","1,2,3,4,5",en,
TB_23,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e0e4b0a06679304564?viewFile=true,"tacobell,generic",saltysavory,"B,A","dinner,lunch","1,2,3,4,5",en,
TB_24,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac9e4b0e49121583a7d?viewFile=true,tacobell,saltysavory,"B,A","dinner,lunch","1,2,3,4,5",en,
TB_25,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac9e4b0e49121583a7f?viewFile=true,"tacobell,generic","vegetablesfresh,saltysavory","B,A","dinner,lunch","1,2,3,4,5",en,
TB_26,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e0e4b0a06679304570?viewFile=true,tacobell,saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
TB_27,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e1e4b0a06679304573?viewFile=true,"tacobell,wendys,generic",saltysavory,"B,A","lunch,dinner","1,2,3,4,5",en,
TB_28,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e1e4b0a06679304576?viewFile=true,tacobell,saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
TB_29,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e1e4b0a0667930457c?viewFile=true,tacobell,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
TB_30,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e1e4b0a06679304579?viewFile=true,tacobell,saltysavory,A,"dinner,lunch","1,2,3,4,5",en,
TB_31,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e1e4b0a0667930457f?viewFile=true,tacobell,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
TB_32,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e1e4b0a06679304582?viewFile=true,tacobell,saltysavory,"B,A","lunch,dinner","1,2,3,4,5",en,
TB_33,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e1e4b0a06679304586?viewFile=true,"wendys,subway,tacobell,generic,KFC,mcdonalds,burgerking",saltysavory,"B,A","nightsnack,dinner,daysnack,lunch,breakfast","1,2,3,4,5",en,
TB_34,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e2e4b0a0667930458a?viewFile=true,tacobell,saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
TB_35,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e2e4b0a0667930458c?viewFile=true,"generic,burgerking,mcdonalds,subway,wendys,KFC,tacobell",saltysavory,"B,A","breakfast,daysnack,nightsnack,lunch,dinner","1,2,3,4,5",en,
TB_36,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e2e4b0a0667930458e?viewFile=true,tacobell,saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
TB_37,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e3e4b0a0667930459f?viewFile=true,tacobell,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
TB_38,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e2e4b0a06679304591?viewFile=true,"subway,mcdonalds,burgerking,tacobell,KFC,wendys,generic",saltysavory,A,"lunch,breakfast,nightsnack,daysnack,dinner","1,2,3,4,5",en,
TB_39,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e3e4b0a066793045a2?viewFile=true,"mcdonalds,wendys,subway,burgerking,KFC,generic,tacobell",saltysavory,B,"lunch,dinner,daysnack,breakfast,nightsnack","1,2,3,4,5",en,
TB_40,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd1564?viewFile=true,tacobell,saltysavory,"B,A","lunch,dinner","1,2,3,4,5",en,
TB_41,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd1566?viewFile=true,"tacobell,mcdonalds,KFC,wendys,subway,burgerking,generic",saltysavory,"B,A","lunch,dinner,nightsnack,daysnack","1,2,3,4,5",en,
TB_42,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e4e4b0a066793045ad?viewFile=true,tacobell,saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
TB_43,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e4e4b0a066793045b0?viewFile=true,"burgerking,tacobell,wendys,mcdonalds,generic",saltysavory,"B,A","dinner,lunch","1,2,3,4,5",en,
TB_46,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e4e4b0a066793045b5?viewFile=true,"burgerking,wendys,tacobell,generic,KFC,subway,mcdonalds","vegetablesfresh,sweet,saltysavory",A,"lunch,dinner,nightsnack,daysnack,breakfast","1,2,3,4,5",en,
TB_47,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e4e4b0a066793045ba?viewFile=true,"mcdonalds,wendys,subway,generic,tacobell,burgerking,KFC","vegetablesfresh,saltysavory,sweet",B,"dinner,lunch,nightsnack,daysnack,breakfast","1,2,3,4,5",en,
TB_48,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e5e4b0a066793045bd?viewFile=true,tacobell,sweet,"A,B","nightsnack,daysnack","1,2,3,4,5",en,
TB_49,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e5e4b0a066793045c0?viewFile=true,"mcdonalds,generic,wendys,tacobell,KFC,burgerking,subway","vegetablesfresh,sweet","A,B","daysnack,nightsnack","1,2,3,4,5",en,
TB_50,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac5e4b0e49121583a4b?viewFile=true,tacobell,saltysavory,A,"dinner,lunch","1,2,3,4,5",en,
TB_51,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd1588?viewFile=true,tacobell,saltysavory,B,"dinner,lunch","1,2,3,4,5",en,
TB_52,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac5e4b0e49121583a51?viewFile=true,tacobell,"vegetablesfresh,saltysavory",A,"dinner,lunch","1,2,3,4,5",en,
TB_53,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd158b?viewFile=true,tacobell,"vegetablesfresh,saltysavory",B,"dinner,lunch","1,2,3,4,5",en,
TB_54,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd15aa?viewFile=true,tacobell,saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
TB_55,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd15ac?viewFile=true,tacobell,saltysavory,"A,B","dinner,lunch,nightsnack,daysnack","1,2,3,4,5",en,
TB_56,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e6e4b0a066793045d9?viewFile=true,tacobell,saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
TB_57,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e6e4b0a066793045dc?viewFile=true,"generic,mcdonalds,tacobell,burgerking,KFC,subway,wendys","saltysavory,vegetablesfresh","B,A","daysnack,dinner,breakfast,lunch,nightsnack","1,2,3,4,5",en,
TB_58,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15c2?viewFile=true,tacobell,saltysavory,"B,A","daysnack,nightsnack","1,2,3,4,5",en,
TB_59,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ac6e4b0e49121583a55?viewFile=true,"wendys,KFC,tacobell,burgerking,subway,generic,mcdonalds","saltysavory,vegetablesfresh","B,A","breakfast,nightsnack,daysnack,lunch,dinner","1,2,3,4,5",en,
TB_60,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c6ad2e6e4b0a066793045e6?viewFile=true,tacobell,"vegetablesfresh,saltysavory","B,A","lunch,dinner","1,2,3,4,5",en,
TB_61,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15cc?viewFile=true,tacobell,"vegetablesfresh,saltysavory","B,A","daysnack,lunch,breakfast,nightsnack,dinner","1,2,3,4,5",en,
